,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
1958,57942,601777.XSHG,2024-12-31,2025-04-19,2024-12-31,0.0089,-68043192.57,-579388031.35,419129291.22,0.382,-0.6496,-1.5117,-4.675,8.9929,108.2356,-3.5692,-4.675,4.8019,4.1071,1.0591,201.9911,-146.1203,-170.0347,111.3235,7.4655,-90.6493,3.9427,,3.9427,,23.1064,,-25.4508,,65.2771,
1959,57943,603506.XSHG,2024-12-31,2025-04-19,2024-12-31,0.1167,40831663.31,129060394.72,-41184779.74,1.9492,3.6333,1.3047,1.847,15.0365,92.8517,2.8242,1.847,1.3236,5.8007,0.1829,272.8452,-87.0683,186.40099999999998,107.6054,9.8875,138.3201,-2.4535,,-2.4535,,-80.0772,,-82.9901,,-88.2082,
1960,57944,601798.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.2493,-101254455.23,-98221270.51,1080653.73,-7.0105,-8.0299,-3.5479,-12.9312,13.3321,114.54299999999999,-14.1632,-12.9312,4.6693,11.4013,1.8405,114.89200000000001,-1.2641,114.5405,146.5261,22.0356,-151.5207,-39.4484,,-39.4484,,21.2207,,37.0186,,36.6839,
1961,57945,688158.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.532,-249059400.0,-189747710.88,-6664660.17,-9.5915,-9.9105,-6.7276,-16.0777,18.8599,112.6248,-15.162,-16.0777,11.2079,7.7992,-0.6225,81.6486,2.8678,103.3261,119.34700000000001,8.1237,-64.347,-0.8122,,-0.8122,,34.3057,,30.2778,,29.6678,
1962,57946,000608.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.1722,-145014298.68,-29641093.7,-121570618.61,-5.4049,-6.0708,-2.6667,-36.3236,44.107,108.0618,-44.5385,-36.3236,5.6067,16.374000000000002,22.61,21.0125,86.1811,112.3199,114.4735,52.5724,-652.1201,-17.2101,,-17.2101,,33.3885,,40.4023,,43.1927,
1963,57947,002212.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0704,53945203.14,-1408591.07,7260360.44,0.8812,0.5727,0.7482,2.9536,61.0353,100.0499,0.419,2.9536,32.9641,4.5477,-0.0833,-14.8635,76.6115,64.9839,101.4715,9.1676,-18356.7158,-9.7296,,-9.7296,,103.009,,122.431,,122.3516,
1964,57948,603987.XSHG,2024-12-31,2025-04-19,2024-12-31,0.4883,211146550.21,222658841.64,45016251.53,8.7085,8.5394,5.5891,10.3395,32.5302,90.1541,11.2785,10.3395,8.592,7.8181,0.5497,88.2773,17.8475,98.05799999999999,105.01700000000001,12.9338,131.3625,-7.7944,,-7.7944,,-15.2638,,-15.411,,-6.7454,
1965,57949,605011.XSHG,2024-12-31,2025-04-19,2024-12-31,0.5298,196227293.92,197141688.01,85109917.75,9.3913,8.6938,6.6884,7.4325,10.5331,94.4323,8.3507,7.4325,0.1885,3.2683,0.2571,63.2826,27.3203,92.5731,122.9111,9.4326,169.4161,7.6369,,7.6369,,-11.4658,,-4.894,,0.2983,
1966,57950,600919.XSHG,2024-12-31,2025-04-19,2024-12-31,1.7352,31464081000.0,41305884000.0,19540159000.0,11.4957,11.3589,0.9056,41.213,,48.8885,51.1115,41.213,,24.7273,,52.7424,47.3494,98.8094,,45.5925,89.2019,8.7784,,8.7784,,6.587999999999999,,10.9727,,10.7576,
1967,57951,002982.XSHE,2024-12-31,2025-04-19,2024-12-31,0.6759,119091896.17,172109763.26,1081442.2,5.7938,7.0338,2.5337,2.4176,17.9954,95.9057,3.6278,2.4176,9.3701,2.6773,1.198,155.4938,0.977,121.4019,100.7188,9.038,220.7455,8.0597,,8.0597,,213.0439,,168.7904,,166.6641,
1968,57952,000735.XSHE,2024-12-31,2025-04-19,2024-12-31,0.2099,275915458.43,288569971.39,-25578372.34,5.7164,6.5241,2.1999,7.5837,23.807,91.3404,10.7902,7.5837,1.6735,6.9138,1.3801,87.2222,-7.7312,114.1301,92.8135,11.145999999999999,128.7118,-21.4425,,-21.4424,,177.2886,,146.9029,,149.5773,
1969,57953,688539.XSHG,2024-12-31,2025-04-19,2024-12-31,0.2993,42242983.5,58058281.31,13572637.31,3.1715,2.4075,2.8546,16.0943,49.0899,83.209,16.7391,16.0943,2.8919,10.8818,-1.4231,102.9991,24.0787,75.9091,62.8664,-5.7628,-34.3208,1.348,,1.348,,-45.2994,,-42.2377,,-42.2377,
1970,57954,605305.XSHG,2024-12-31,2025-04-19,2024-12-31,1.4813,269679707.53,288883586.33,47391492.25,12.8608,11.0173,10.2532,24.2398,45.49100000000001,77.7561,26.864,24.2398,9.7476,9.0722,-2.7241,82.7198,13.5702,85.6657,101.795,21.5479,96.87100000000001,17.5808,,17.5808,,49.4817,,52.1988,,52.1988,
1971,57955,300303.XSHE,2024-12-31,2025-04-19,2024-12-31,0.2412,243501368.64,345470825.08,62414199.59,10.064,7.2158,5.9827,11.0924,25.7977,88.6858,12.3327,11.0924,2.5251,4.6348,0.0022,91.8782,16.5991,71.6987,93.3274,10.5075,92.8704,21.5443,,21.5443,,50.2901,,47.685,,47.6308,
1972,57956,603053.XSHG,2024-12-31,2025-04-19,2024-12-31,0.5498,471978102.71,506699002.91,76683686.97,10.7347,10.3663,6.3625,9.8368,17.3962,90.39200000000001,11.1166,9.8368,4.8196,3.6335,-1.489,83.5397,12.6429,96.568,113.9838,12.4459,129.5375,1.9507,,1.9507,,-6.3234,,-6.8461,,-7.1044,
1973,57957,000419.XSHE,2024-12-31,2025-04-19,2024-12-31,0.2764,104225869.71,151332825.19,46862093.62,4.5237,3.1378,3.0413,8.9703,28.9911,92.7332,9.9284,8.2651,7.7934,11.5013,1.1283,70.7557,21.9104,69.3648,119.3318,7.7004,105.9661,-2.3607,,-3.9262,,12.3833,,13.359000000000002,,15.9339,
1974,57958,600313.XSHG,2024-12-31,2025-04-19,2024-12-31,0.0433,-27516035.12,26046851.71,10182288.15,2.485,-1.4584,1.7428,1.5846,7.6326,99.5318,1.8081,1.5846,1.8898,3.1845,0.2694,22.9654,8.9777,-58.6856,153.4491,-1.3766,-294.0203,-17.7165,,-17.7165,,-55.7191,,-59.3116,,-63.085,
1975,57959,603937.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.1639,-40266739.7,689701.52,2167339.39,-2.1196,-2.4936,-1.3311,-2.1674,6.4836,99.9563,-1.8019999999999998,-2.1674,0.9134,2.4459,0.1131,-2.4457,-7.6853,117.6479,66.9915,-12.4012,-28393.4234,12.2142,,12.2142,,-134.3172,,-150.7535,,-150.7535,
1976,57960,688345.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.9661,-84421863.71,-15540630.31,-1997192.2,-8.7587,-7.6539,-3.6162,-5.2394,16.5714,100.8428,-6.1783,-5.2394,3.6217,5.3901,0.2616,11.8574,1.5238,87.3861,103.4944,1.7007,-201.8023,-17.4774,,-17.4774,,-125.4773,,-186.0054,,-185.9893,
1977,57961,603326.XSHG,2024-12-31,2025-04-19,2024-12-31,0.3762,86839850.99,115832100.61,9864589.53,10.2773,7.3476,4.9131,8.4795,46.3196,91.9138,10.7216,8.4795,24.7625,7.247000000000001,0.9235,74.9977,6.3870000000000005,71.4931,125.4497,31.7613,392.7849,-16.2945,,-16.2945,,-11.6164,,-22.5025,,-22.5025,
1978,57962,603669.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.1813,-180173693.87,-86575106.98,-6819624.03,-15.3767,-21.1869,-9.0811,-34.4314,46.8805,122.7961,-33.9061,-34.4314,37.3889,23.5715,0.4255,67.7804,5.3391,137.7857,61.9546,-29.1981,128.0839,92.947,,92.947,,13.5669,,13.6848,,13.6848,
1979,57963,300638.XSHE,2024-12-31,2025-04-19,2024-12-31,0.8725,504401155.78,477635220.22,164890140.39,19.8285,14.9731,9.2437,8.2654,19.3302,94.1673,8.1858,8.2654,2.3508,2.1768,0.3367,71.2374,24.5927,75.5132,93.4202,5.3718,92.0966,6.1306,,6.1306,,7.4059,,19.7968,,18.5269,
1980,57964,002254.XSHE,2024-12-31,2025-04-19,2024-12-31,0.1037,3103196.04,-35853713.04,46855078.3,1.2487,0.0433,0.2002,0.727,15.9816,100.9125,1.2699,0.727,2.4677,7.3329,0.6808,-78.743,102.9046,3.4658,71.3847,-15.0397,1648.265,0.10400000000000001,,0.10400000000000001,,-88.6445,,-92.104,,-73.1153,
1981,57965,300440.XSHE,2024-12-31,2025-04-19,2024-12-31,0.1099,42906508.04,95562815.55,-500544.56,3.0569,2.6873,2.0437,5.2929,37.1983,90.2976,7.5492,5.2929,8.0757,11.5658,0.126,130.4428,-0.6832,87.9103,103.1427,16.4132,169.1668,-16.8802,,-16.8802,,-38.6728,,-47.98,,-49.6168,
1982,57966,000607.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.0082,-45535518.09,-8644423.35,58081573.35,-0.5107,-2.7958,-0.2161,-0.5588,22.0121,100.604,-0.1248,-0.5588,5.5641,13.4391,1.6474,-87.7716,589.7342,547.4789,107.7236,7.7212,-1278.2642,-19.3982,,-19.3982,,-101.8261,,-108.3484,,-109.4057,
1983,57967,002492.XSHE,2024-12-31,2025-04-19,2024-12-31,0.1608,53513817.46,77684786.68,20676378.3,3.8778,3.1872,3.0659,18.5987,45.3974,77.3601,23.3269,18.5987,,14.6234,2.3111,100.7114,26.8051,82.1925,590.3487,90.1482,398.18199999999996,-12.8661,,-12.8661,,-40.8873,,-45.9673,,-43.6556,
1984,57968,002555.XSHE,2024-12-31,2025-04-19,2024-12-31,1.2052,2591270839.95,2957446478.68,80013330.15,20.8604,20.2224,13.7629,15.2761,78.6333,83.0431,17.7227,15.2761,55.6867,2.9558,-0.925,95.7477,2.5904,96.9416,103.4455,17.1893,101.3706,5.4034,,5.4034,,1.6481,,1.1685,,0.5436,
1985,57969,688313.XSHG,2024-12-31,2025-04-19,2024-12-31,0.1415,48140294.19,68397896.77,4934886.83,5.5657,4.1263,3.9845,6.042999999999999,26.3281,93.6346,6.5102,6.042999999999999,3.1702,7.5175,-1.1549,100.2683,7.2343,74.138,73.4929,2.3878,37.5116,42.398,,42.398,,239.9861,,236.5674,,236.5674,
1986,57970,002550.XSHE,2024-12-31,2025-04-19,2024-12-31,0.2782,268999200.65,293490575.05,13889187.72,14.3204,10.8198,11.9068,21.8302,54.8521,80.7704,25.9715,21.8302,19.9537,8.0707,-0.7988,74.1439,3.5088,75.5548,109.8729,33.7239,175.375,-15.8756,,-15.8756,,93.9691,,86.4772,,95.7718,
1987,57971,301320.XSHE,2024-12-31,2025-04-19,2024-12-31,0.2587,37471799.04,64267123.28,5969145.85,4.5233,3.6155,3.1939,5.6608,23.6737,92.2398,6.9729,5.6608,3.9823,5.8697,-1.3192,111.1945,10.3278,79.9303,97.8616,6.0596,78.0851,15.7427,,15.7427,,13.245999999999999,,-0.5795,,-0.5795,
1988,57972,300117.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.4973,-2095312570.21,-159855900.94,2022856311.4,20.6861,121.5903,-20.9144,-73.9304,1.2356,133.153,54.9477,-73.9304,0.8996,17.6348,11.4482,-494.6093,6258.909000000001,587.7874,38.7337,-6.218,18.7555,-59.9444,,-59.9444,,121.2357,,76.2707,,76.2707,
1989,57973,000008.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.2007,-661434762.55,-301669124.17,71997480.34,-16.567999999999998,-20.0963,-5.5405,-27.4266,23.6942,114.4893,-31.076,-27.4266,7.4504,14.4807,7.8233,56.2517,-13.4252,121.2955,99.1099,17.5318,-120.9982,-17.1057,,-17.1057,,22.5318,,30.7407,,34.1632,
1990,57974,002324.XSHE,2024-12-31,2025-04-19,2024-12-31,0.1267,106464701.9,260352563.93,154164.32,3.2724,2.4683,0.7478,1.0622,14.832,96.8683,1.7241,1.0622,1.6558,2.6049,1.1234,192.1653,0.1138,75.4291,114.53200000000001,-2.3673,-75.5935,-4.545,,-4.545,,-71.1087,,-81.3264,,-69.8648,
1991,57975,002321.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0152,10816172.84,108268983.94,24215013.43,3.3222,1.1104,2.9575,2.3038,7.4558,97.7113,2.7839,2.3038,0.9014,1.9080000000000001,1.6165,83.8854,18.7615,33.4239,107.2703,4.2261,184.6491,27.6828,,27.6828,,73.3014,,87.9516,,201.6446,
1992,57976,300066.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0613,-16740886.47,-1141229.19,141146797.92,2.5638,-0.6731,0.7276,1.5253,17.4385,100.0775,4.2515,1.5253,7.6103,4.8357,0.2778,-1.9454,240.6107,-26.2529,102.0867,9.1294,-11785.7768,-35.5155,,-35.5155,,-78.6466,,-91.3741,,-73.4285,
1993,57977,003040.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0467,18120416.85,-10653881.02,3255982.36,1.4536,1.222,1.0633,2.0357,30.5308,101.0159,2.707,2.0357,13.9663,8.01,-0.5935,-38.6795,11.821,84.0661,125.6164,21.3289,-2099.5083,-21.519000000000002,,-21.519000000000002,,-67.0784,,-69.6135,,-69.3804,
1994,57978,002631.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.1173,-117852890.28,-63681944.19,49349494.07,-4.4022,-5.7954,-2.0252,-5.5644,20.7929,104.1763,-3.8173,-5.5644,11.352,6.6058,3.339,105.3277,-81.6224,131.6476,89.3832,5.5775,-133.5521,-21.1134,,-21.1134,,-228.2693,,-455.3738,,-381.8509,
1995,57979,300184.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0853,85698885.54,167642805.1,8605381.24,2.6811,2.3344,1.7213,1.2585,9.2378,97.8565,1.7627,1.2585,3.7952,1.6519,0.7809999999999999,124.9709,6.415,87.0699,101.0031,-0.0305,-1.4246,31.5808,,31.5808,,87.0315,,48.3367,,48.3367,
1996,57980,301218.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0854,1495096.03,7190934.02,2254306.73,1.0388,0.1594,0.835,2.5557,22.1744,98.5646,2.5785,2.5557,3.4881,11.2784,-2.3693,52.2586,16.3827,15.3478,122.7059,7.4922,521.9685,-10.84,,-10.84,,-68.8847,,-67.3102,,-70.3628,
1997,57981,002736.XSHE,2024-12-31,2025-04-19,2024-12-31,0.8548,8182569333.14,9073946271.0,9645483498.98,7.1715,7.1416,1.7039,40.7437,,55.0064,44.9936,40.7437,,45.4582,,-6.3015,106.3463,99.5828,,167.3368,371.912,16.4597,,16.4597,,32.529,,27.8431,,27.8431,
1998,57982,301596.XSHE,2024-12-31,2025-04-19,2024-12-31,1.8304,94076122.53,111554027.58,2690547.11,16.0126,14.9312,11.2799,16.6894,31.741,81.8862,18.7647,16.6894,2.5772,5.6142,0.0664,95.6906,2.3079,93.2465,72.6717,14.2954,78.9199,5.2406,,5.2406,,0.5403,,1.915,,4.458,
1999,57983,600561.XSHG,2024-12-31,2025-04-19,2024-12-31,0.0388,-44436670.57,-464949031.46,15805327.62,1.2097,-4.8729,0.5207,1.5047,-5.6671,129.7181,3.2322,1.5047,0.4423,16.5495,5.1595,-1000.3254,34.0047,-402.8056,100.2547,21.4149,-72.0601,1.4233,,1.4233,,194.6509,,139.8458,,119.0252,
2000,57984,600562.XSHG,2024-12-31,2025-04-19,2024-12-31,0.5071,615532248.53,810047909.49,6457961.86,10.8961,10.6499,6.9325,18.6233,36.068000000000005,76.1781,21.1899,18.6233,2.1023,3.7707,-0.7024,112.5315,0.8971,97.7402,72.9804,-8.9641,-37.6295,3.6063,,3.6063,,5.2219,,4.7684,,5.0987,
2001,57985,688306.XSHG,2024-12-31,2025-04-19,2024-12-31,0.0067,-16392888.96,40635067.47,2897061.8,0.4571,-0.9141,0.1152,0.2127,19.226,98.4734,0.8183,0.2127,5.1688,7.6666,2.6263,189.4966,13.5101,-199.9702,97.8322,5.1047,334.3725,27.0031,,27.0031,,107.7892,,102.6995,,103.9774,
2002,57986,600568.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.3112,-623866867.15,-145081797.76,-171567282.15,-29.5113,-29.6848,-24.3283,-119.9055,12.7641,127.8262,-120.568,-119.9055,5.6324,30.6803,-0.8894,23.1281,27.3502,100.5879,102.4935,6.2579,-22.4891,-18.3501,,-18.3501,,-86.302,,-84.7367,,-80.3306,
2003,57987,688266.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.5207,-171160269.29,-193943570.61,6858488.95,-9.5493,-11.8585,-5.1019,-28.201,93.0592,136.3903,-29.0913,-28.201,50.9326,10.918,-5.4745,125.0863,-4.4235,124.1815,102.9438,7.1684,-19.6988,37.9143,,37.9143,,47.9341,,49.0747,,50.5243,
2004,57988,601702.XSHG,2024-12-31,2025-04-19,2024-12-31,1.2197,1202764787.3,1289966016.2,-3636450.0,24.2192,23.9181,15.7726,11.1959,16.1642,88.1417,12.7142,11.1959,0.6803,1.21,0.016,93.309,-0.263,98.7567,81.8187,6.8486,57.7542,17.0838,,17.0838,,36.5121,,35.4404,,35.4432,
2005,57989,600666.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.062,-209721360.21,-79371395.19,6541527.7,-18.0503,-22.0836,-8.7254,-47.6285,13.6043,121.6882,-37.7682,-47.6285,1.2382,25.2734,0.0225,65.0423,-5.3606,122.3449,82.5939,-19.5523,90.152,11.6062,,11.6062,,72.6468,,74.4605,,74.6152,
2006,57990,600787.XSHG,2024-12-31,2025-04-19,2024-12-31,0.1853,-281052908.35,413251764.73,-384884878.79,2.9505,-2.0577,2.1381,0.7698,2.9401,99.3455,1.2299,0.7698,0.5437,0.8478,0.0126,53.261,-49.605,-69.7406,109.0764,1.1325,173.0382,-6.1281,,-6.1281,,-33.2736,,-42.298,,-48.765,
2007,57991,000031.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.6945,-4049823780.96,1882610286.05,47846020.49,-24.3614,-33.1429,-1.359,-7.1508,21.7633,94.7399,-0.8118,-7.1508,4.5444,4.016,5.9499,-1318.825,-33.5176,136.0469,80.8166,18.489,351.4972,-2.6984,,-2.6984,,-109.3781,,-2209.0299,,-103.1387,
2008,57992,600148.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.0164,-7027999.64,10502858.06,5353.02,-0.4969,-1.5044,0.4653,0.8046,15.5356,98.4785,0.615,0.8046,3.4287,6.9702,-0.3853,166.1441,0.0847,302.7744,97.8804,9.0447,594.4572,-0.8465,,-0.8465,,-33.9664,,-58.757,,-451.2661,
2009,57993,301176.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.2299,-40509903.36,-46011036.0,235316.87,-2.4619999999999997,-2.5664,-1.7746,-2.7043,2.5763,103.2019,-3.6078,-2.7043,0.9343,1.2037,0.66,88.3007,-0.4516,104.2426,83.4415,-12.7538,398.3241,12.5533,,12.5533,,-12.7568,,-17.9189,,-17.9189,
2010,57994,300855.XSHE,2024-12-31,2025-04-19,2024-12-31,0.6751,267478810.92,304829680.71,-3191354.49,14.1524,14.1776,11.8037,21.2288,33.9302,75.7638,24.019000000000002,21.2288,0.7579,3.3129,-0.0127,100.9444,-1.0568,100.1777,98.9624,23.9103,98.6555,-9.1599,,-9.1599,,-19.4047,,-19.1693,,-19.1693,
2011,57995,603533.XSHG,2024-12-31,2025-04-19,2024-12-31,0.1123,32397673.83,48571360.25,31005847.41,1.9285,1.2675,1.689,2.1789,73.3823,98.1198,3.0182,2.1789,58.0726,5.8359,-0.9508,63.4233,40.4867,65.7264,103.5279,-2.9039,-154.447,-7.0217,,-7.0217,,47.7756,,49.058,,41.4628,
2012,57996,300412.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0729,27521357.24,46703957.99,2357755.72,3.5081,2.6621,1.1978,2.1995,24.6188,96.6233,2.6067,2.1995,6.6862,6.9213,0.9515,130.7668,6.6015,75.8854,79.1256,8.6373,255.7891,32.0904,,32.0904,,241.1527,,208.8528,,254.7657,
2013,57997,300559.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0911,33997705.69,38114723.66,-2021912.64,3.0256,2.8269,2.1061,6.9556,51.4259,91.1344,7.7599,6.9556,15.8384,19.5705,-3.9529,115.6006,-6.1324,93.4325,124.2249,11.6618,131.5398,-28.866,,-28.866,,-75.9676,,-76.928,,-72.2314,
2014,57998,000798.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.2843,-114681601.64,-280147538.63,9140879.92,-25.4343,-28.0428,-1.4481,-1.7531,3.2256,105.6789,-1.5762,-1.7531,2.2097,3.5069,1.6892,374.151,-12.2081,110.2558,105.0633,10.6506,-187.5474,22.0541,,22.0541,,-746.0110000000001,,-909.2162,,11.9158,
2015,57999,000797.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0159,9414553.72,496278107.17,-3859217.58,0.488,0.1835,0.7773,2.6918,24.5579,92.6897,7.7475,2.6918,2.1647,4.0124,2.9348,96.39299999999999,-0.7496,37.6104,110.0583,-0.7112,-9.7288,-28.4396,,-28.4396,,-40.1421,,-58.4934,,-35.834,
2016,58000,300027.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.1026,-382606710.31,-191318800.13,-19537782.3,-54.9203,-73.8292,-8.1116,-61.7027,34.9947,141.1302,-57.4508,-61.7027,19.2723,32.9511,23.334,67.4474,6.8878,134.4296,94.7338,-6.9335,16.8575,-30.180999999999997,,-30.180999999999997,,47.0817,,45.2289,,47.1793,
2017,58001,300024.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.1237,-282498279.31,-115384505.15,-87004587.43,-4.4009,-6.419,-1.6469999999999998,-4.7487,14.6229,102.7881,-5.6497,-4.7487,2.802,7.4493,0.9554,49.159,37.0679,145.8567,76.7473,-1.0074,36.1337,4.3335,,4.3335,,-499.4711,,-532.4232,,-498.7556,
2018,58002,300673.XSHE,2024-12-31,2025-04-19,2024-12-31,0.7323,181012422.84,226497057.83,2835335.07,9.5426,9.4801,6.2674,11.2045,29.4244,86.3477,13.6011,11.2045,7.0805,7.0201,-0.4397,101.2767,1.2678,99.3452,101.4292,22.0639,161.6131,17.5554,,17.5554,,6854.4844,,1264.0997,,1742.8124,
2019,58003,300671.XSHE,2024-12-31,2025-04-19,2024-12-31,-1.1092,-260145189.96,-189946545.18,9063843.82,-13.9424,-15.0183,-8.7006,-35.4288,10.2263,127.8647,-29.5163,-35.4288,3.668,11.3157,1.0013,90.0166,-4.2954,107.7165,87.9142,-7.2173,25.9012,-2.8516,,-2.8516,,44.4112,,29.2475,,30.5838,
2020,58004,603035.XSHG,2024-12-31,2025-04-19,2024-12-31,1.1196,368413952.02,225068527.61,252636011.41,8.3283,7.2115,4.0585,7.4367,15.3266,96.0285,7.5986,7.4367,0.5605,5.3386,0.8806,51.2762,57.5568,86.5911,59.9351,4.6339,116.6778,23.2337,,23.2337,,-26.78,,-21.3366,,-22.0809,
2021,58005,000701.XSHE,2024-12-31,2025-04-19,2024-12-31,-1.1995,-1048255687.84,-396270937.41,61146861.44,-36.6293,-47.3678,-5.6688,-1.8694,2.2206,100.905,-1.8012,-1.8694,1.0473,1.0442,0.7714,51.7703,-7.9885,129.3167,113.1161,1.8001,-198.8985,-38.7959,,-38.7959,,-13.9736,,-28.9922,,-35.8638,
2022,58006,002995.XSHE,2024-12-31,2025-04-19,2024-12-31,-0.3806,-67443091.16,-15932907.9,-3108185.96,-6.9893,-6.9789,-5.3126,-5.0047,7.5935,101.1912,-5.3763,-5.0047,4.2068,3.0046,-0.2258,22.1029,4.3118,99.8507,100.7348,-9.5635,802.8715,-27.4923,,-27.4923,,-146.6733,,-157.7355,,-158.7565,
2023,58007,002991.XSHE,2024-12-31,2025-04-19,2024-12-31,4.0357,341329664.24,389360709.83,10712904.63,22.1312,20.0803,17.235,16.6658,35.4629,82.7507,19.5474,16.6658,12.6739,3.7453,-0.4999,88.4689,2.4341,90.7332,109.9316,14.5031,84.0794,22.1753,,22.1753,,8.6907,,14.3224,,14.3224,
2024,58008,301631.XSHE,2024-12-31,2025-04-19,2024-12-31,3.5703,218303148.27,279953086.39,-3396247.96,13.8864,13.0033,6.2418,5.9910000000000005,15.9366,92.831,7.2731,5.9910000000000005,1.1207,3.305,0.2552,98.0737,-1.1898,93.6406,49.6926,11.3671,158.5604,27.0125,,27.0125,,-7.8744,,-8.2729,,-10.2981,
2025,58009,688302.XSHG,2024-12-31,2025-04-19,2024-12-31,-2.0148,-217509880.91,-217172942.68,13107491.08,-15.5897,-16.9974,-13.9843,-54382.7715,8.4284,59301.5988,-54378.9029,-54382.7715,3094.9558,11487.5065,-2925.8042,108.8676,-6.5707,109.0298,112.9523,-50999.0612,86.1447,,,,,32.1801,,32.1809,,32.1809,
2026,58010,600977.XSHG,2024-12-31,2025-04-19,2024-12-31,0.0752,-86384417.12,182327923.35,163239328.08,1.2671,-0.7793,0.8973,3.7209,19.9648,96.0144,5.3794,3.7209,3.2876,10.6472,-0.6841,73.5846,65.8808,-61.5025,95.7179,15.9923,401.2505,-14.2822,,-14.2822,,-44.6753,,-42.9858,,-46.4238,
2027,58011,688199.XSHG,2024-12-31,2025-04-19,2024-12-31,-0.3334,-62784811.5,-10795134.3,8666846.57,-2.0766,-2.4251,-1.3873,-3.7268,13.7501,100.7253,-2.9145,-3.7268,2.0143,5.25,0.9567,25.0208,-20.0879,116.7856,84.2991,4.9808,-686.7594,20.5231,,20.5231,,51.9644,,46.6272,,44.0794,
2028,58012,002094.XSHE,2024-12-31,2025-04-19,2024-12-31,0.0508,20088345.81,31764097.1,69395586.09,2.42,1.3844,1.0653,1.8645,19.4101,98.2282,2.3247,1.8645,4.7292,6.5475,3.3658,67.7335,147.9786,57.2072,116.5613,-1.2059,-68.0613,-28.5463,,-28.5463,,250.0055,,272.3969,,236.9109,
2029,58013,688196.XSHG,2024-12-31,2025-04-19,2024-12-31,1.2418,134852309.83,7042786.14,2073003.09,5.4456,4.9279,4.4935,4.1819999999999995,7.1051,99.8024,4.3242,4.1819999999999995,2.1729,1.5626,-1.1826,4.6261,1.3617,90.4935,99.8919,3.3353,1687.5275,26.7311,,26.7311,,95.9785,,89.5654,,89.5654,
2030,58014,688291.XSHG,2024-12-31,2025-04-19,2024-12-31,0.297,20311527.27,6648931.52,14339189.25,3.2867,2.1891,2.9997,13.9378,56.5468,96.8655,11.5928,13.9378,13.4959,11.5604,-1.1779,26.885,57.9806,66.60600000000001,89.4247,10.1463,323.7031,-3.4404,,-3.4404,,-41.4159,,-29.6733,,-27.7781,
2031,58015,603042.XSHG,2024-12-31,2025-04-19,2024-12-31,0.0907,-10712377.08,-16872351.19,-26973330.38,1.6333,-1.2009,0.8265,1.4588,18.2304,101.8631,2.4228,1.4588,6.4563,7.2868,0.4225,-76.5725,-122.4142,-73.52600000000001,106.4098,3.968,-212.977,-3.698,,-3.698,,124.331,,116.1207,,117.303,
2032,58016,002415.XSHE,2024-12-31,2025-04-19,2024-12-31,1.2972,11814861641.16,12953027633.08,234780121.2,15.2555,15.0486,9.7027,14.2072,43.8309,85.99600000000001,15.4734,14.2072,13.029000000000002,3.3471,-0.1241,90.3059,1.6368,98.6436,106.505,14.3403,102.4015,3.5307,,3.5307,,-10.7692,,-13.2944,,-15.1009,
